f0(wins by points)	f0(wins by resign)	f0(wp - wr)	f0(lost by points)	f0(lost by resign)	f0(lp - lr)	player strength	OSL name	OSL size	Image name
0.444444444444	0.444444444444	0.0	0.111111111111	0.0	0.111111111111	-5.0	kgs_wide 10 <= X <= 100, player ume8 (6d), subsampled to max 50	11.0	strength: 6d
0.25	0.375	-0.125	0.0625	0.3125	-0.25	-5.0	kgs_wide 10 <= X <= 100, player hikarunoko (6d)	20.0	strength: 6d
0.333333333333	0.416666666667	-0.0833333333333	0.0	0.25	-0.25	-5.0	kgs_wide 10 <= X <= 100, player ApplePie (6d)	16.0	strength: 6d
0.166666666667	0.25	-0.0833333333333	0.208333333333	0.375	-0.166666666667	-5.0	kgs_wide 10 <= X <= 100, player NYDY (6d)	27.0	strength: 6d
0.0	0.642857142857	-0.642857142857	0.0714285714286	0.285714285714	-0.214285714286	-5.0	kgs_wide 10 <= X <= 100, player ikami (6d)	15.0	strength: 6d
0.0	0.526315789474	-0.526315789474	0.0	0.473684210526	-0.473684210526	-5.0	kgs_wide 10 <= X <= 100, player lorikeet (6d), subsampled to max 50	23.0	strength: 6d
0.263157894737	0.157894736842	0.105263157895	0.315789473684	0.263157894737	0.0526315789474	-5.0	kgs_wide 10 <= X <= 100, player ben0 (6d)	22.0	strength: 6d
0.153846153846	0.230769230769	-0.0769230769231	0.192307692308	0.423076923077	-0.230769230769	-5.0	kgs_wide 10 <= X <= 100, player take1970 (6d)	29.0	strength: 6d
0.0588235294118	0.470588235294	-0.411764705882	0.0588235294118	0.411764705882	-0.352941176471	-5.0	kgs_wide 10 <= X <= 100, player kthj86 (6d)	18.0	strength: 6d
0.272727272727	0.181818181818	0.0909090909091	0.0	0.545454545455	-0.545454545455	-5.0	kgs_wide 10 <= X <= 100, player PASSAT (6d)	13.0	strength: 6d
0.111111111111	0.444444444444	-0.333333333333	0.111111111111	0.333333333333	-0.222222222222	-5.0	kgs_wide 10 <= X <= 100, player michigan24 (6d)	11.0	strength: 6d
0.133333333333	0.2	-0.0666666666667	0.0	0.666666666667	-0.666666666667	-5.0	kgs_wide 10 <= X <= 100, player life (6d)	15.0	strength: 6d
0.103448275862	0.172413793103	-0.0689655172414	0.310344827586	0.413793103448	-0.103448275862	-5.0	kgs_wide 10 <= X <= 100, player hirubon (6d), subsampled to max 50	30.0	strength: 6d
0.05	0.5	-0.45	0.1	0.35	-0.25	-5.0	kgs_wide 10 <= X <= 100, player howzulee (6d), subsampled to max 50	23.0	strength: 6d
0.0	0.375	-0.375	0.375	0.25	0.125	-5.0	kgs_wide 10 <= X <= 100, player angryfist (6d)	11.0	strength: 6d
0.190476190476	0.333333333333	-0.142857142857	0.0238095238095	0.452380952381	-0.428571428571	-5.0	kgs_wide 10 <= X <= 100, player satoke (6d), subsampled to max 50	49.0	strength: 6d
0.461538461538	0.153846153846	0.307692307692	0.307692307692	0.0769230769231	0.230769230769	-5.0	kgs_wide 10 <= X <= 100, player michi2009 (6d), subsampled to max 50	17.0	strength: 6d
0.181818181818	0.454545454545	-0.272727272727	0.0909090909091	0.272727272727	-0.181818181818	-5.0	kgs_wide 10 <= X <= 100, player miao (6d)	12.0	strength: 6d
0.0416666666667	0.291666666667	-0.25	0.333333333333	0.333333333333	0.0	-5.0	kgs_wide 10 <= X <= 100, player supertjc (6d), subsampled to max 50	26.0	strength: 6d
0.130434782609	0.304347826087	-0.173913043478	0.260869565217	0.304347826087	-0.0434782608696	-5.0	kgs_wide 10 <= X <= 100, player Hezi (6d)	25.0	strength: 6d
0.227272727273	0.227272727273	0.0	0.0454545454545	0.5	-0.454545454545	-5.0	kgs_wide 10 <= X <= 100, player Menglei (6d)	28.0	strength: 6d
0.0909090909091	0.818181818182	-0.727272727273	0.0	0.0909090909091	-0.0909090909091	-5.0	kgs_wide 10 <= X <= 100, player kisume (6d)	11.0	strength: 6d
0.285714285714	0.392857142857	-0.107142857143	0.142857142857	0.178571428571	-0.0357142857143	-5.0	kgs_wide 10 <= X <= 100, player eastwisdom (6d), subsampled to max 50	33.0	strength: 6d
0.142857142857	0.238095238095	-0.0952380952381	0.333333333333	0.285714285714	0.047619047619	-5.0	kgs_wide 10 <= X <= 100, player Iwish (6d), subsampled to max 50	31.0	strength: 6d
0.0	0.0	0.0	0.0	1.0	-1.0	-5.0	kgs_wide 10 <= X <= 100, player Im (6d)	12.0	strength: 6d
0.117647058824	0.352941176471	-0.235294117647	0.117647058824	0.411764705882	-0.294117647059	-5.0	kgs_wide 10 <= X <= 100, player Seadog (6d)	21.0	strength: 6d
0.192307692308	0.0769230769231	0.115384615385	0.307692307692	0.423076923077	-0.115384615385	-5.0	kgs_wide 10 <= X <= 100, player shimamura (6d)	31.0	strength: 6d
0.0	0.142857142857	-0.142857142857	0.0	0.857142857143	-0.857142857143	-5.0	kgs_wide 10 <= X <= 100, player go1d (6d)	12.0	strength: 6d
0.0833333333333	0.333333333333	-0.25	0.0	0.583333333333	-0.583333333333	-5.0	kgs_wide 10 <= X <= 100, player wizardlich (6d)	13.0	strength: 6d
0.264705882353	0.264705882353	0.0	0.0882352941176	0.382352941176	-0.294117647059	-5.0	kgs_wide 10 <= X <= 100, player mi5103kann (6d)	39.0	strength: 6d
0.0833333333333	0.166666666667	-0.0833333333333	0.0833333333333	0.666666666667	-0.583333333333	-5.0	kgs_wide 10 <= X <= 100, player softy (6d), subsampled to max 50	12.0	strength: 6d
0.166666666667	0.433333333333	-0.266666666667	0.1	0.3	-0.2	-5.0	kgs_wide 10 <= X <= 100, player forgotten (6d)	36.0	strength: 6d
0.444444444444	0.166666666667	0.277777777778	0.0555555555556	0.333333333333	-0.277777777778	-5.0	kgs_wide 10 <= X <= 100, player sjun (6d)	25.0	strength: 6d
0.047619047619	0.47619047619	-0.428571428571	0.142857142857	0.333333333333	-0.190476190476	-5.0	kgs_wide 10 <= X <= 100, player AndrewTao (6d)	23.0	strength: 6d
0.0	0.0909090909091	-0.0909090909091	0.0	0.909090909091	-0.909090909091	-5.0	kgs_wide 10 <= X <= 100, player ben000 (6d)	13.0	strength: 6d
0.1	0.3	-0.2	0.0	0.6	-0.6	-5.0	kgs_wide 10 <= X <= 100, player j4 (6d)	14.0	strength: 6d
0.0967741935484	0.483870967742	-0.387096774194	0.193548387097	0.225806451613	-0.0322580645161	-5.0	kgs_wide 10 <= X <= 100, player boatlord (6d), subsampled to max 50	45.0	strength: 6d
0.0	0.315789473684	-0.315789473684	0.315789473684	0.368421052632	-0.0526315789474	-5.0	kgs_wide 10 <= X <= 100, player JKC (6d)	22.0	strength: 6d
0.322580645161	0.354838709677	-0.0322580645161	0.161290322581	0.161290322581	0.0	-5.0	kgs_wide 10 <= X <= 100, player foxy (6d)	40.0	strength: 6d
0.5	0.25	0.25	0.0	0.25	-0.25	-5.0	kgs_wide 10 <= X <= 100, player roln111 (6d)	12.0	strength: 6d
0.28	0.24	0.04	0.08	0.4	-0.32	-5.0	kgs_wide 10 <= X <= 100, player ErgoProxy (6d)	25.0	strength: 6d
0.2	0.2	0.0	0.1	0.5	-0.4	-5.0	kgs_wide 10 <= X <= 100, player killerGo (6d)	15.0	strength: 6d
0.269230769231	0.461538461538	-0.192307692308	0.0384615384615	0.230769230769	-0.192307692308	-5.0	kgs_wide 10 <= X <= 100, player koram (6d), subsampled to max 50	34.0	strength: 6d
0.0625	0.4375	-0.375	0.15625	0.34375	-0.1875	-5.0	kgs_wide 10 <= X <= 100, player Neufx9 (6d)	42.0	strength: 6d
0.333333333333	0.333333333333	0.0	0.0	0.333333333333	-0.333333333333	-5.0	kgs_wide 10 <= X <= 100, player Cornel (6d)	14.0	strength: 6d
0.25	0.166666666667	0.0833333333333	0.0	0.583333333333	-0.583333333333	-5.0	kgs_wide 10 <= X <= 100, player almost (6d)	16.0	strength: 6d
0.222222222222	0.333333333333	-0.111111111111	0.111111111111	0.333333333333	-0.222222222222	-5.0	kgs_wide 10 <= X <= 100, player lwhite (6d)	14.0	strength: 6d
0.1875	0.3125	-0.125	0.0625	0.4375	-0.375	-5.0	kgs_wide 10 <= X <= 100, player Galle (6d)	43.0	strength: 6d
0.352941176471	0.294117647059	0.0588235294118	0.176470588235	0.176470588235	0.0	-5.0	kgs_wide 10 <= X <= 100, player loveHER (6d), subsampled to max 50	21.0	strength: 6d
0.114285714286	0.428571428571	-0.314285714286	0.171428571429	0.285714285714	-0.114285714286	-5.0	kgs_wide 10 <= X <= 100, player turc (6d)	42.0	strength: 6d
0.227272727273	0.181818181818	0.0454545454545	0.227272727273	0.363636363636	-0.136363636364	-5.0	kgs_wide 10 <= X <= 100, player itameshi (6d)	30.0	strength: 6d
0.130434782609	0.152173913043	-0.0217391304348	0.0869565217391	0.630434782609	-0.54347826087	-5.0	kgs_wide 10 <= X <= 100, player Dcugel (6d), subsampled to max 50	48.0	strength: 6d
0.233333333333	0.266666666667	-0.0333333333333	0.2	0.3	-0.1	-5.0	kgs_wide 10 <= X <= 100, player Lukan (6d), subsampled to max 50	33.0	strength: 6d
0.243243243243	0.135135135135	0.108108108108	0.189189189189	0.432432432432	-0.243243243243	-5.0	kgs_wide 10 <= X <= 100, player shiryuu (6d), subsampled to max 50	39.0	strength: 6d
0.0833333333333	0.166666666667	-0.0833333333333	0.25	0.5	-0.25	-5.0	kgs_wide 10 <= X <= 100, player Nighthawk (6d)	13.0	strength: 6d
0.285714285714	0.314285714286	-0.0285714285714	0.171428571429	0.228571428571	-0.0571428571429	-5.0	kgs_wide 10 <= X <= 100, player twoeye (6d)	41.0	strength: 6d
0.1	0.3	-0.2	0.1	0.5	-0.4	-5.0	kgs_wide 10 <= X <= 100, player benandiand (6d), subsampled to max 50	11.0	strength: 6d
0.357142857143	0.357142857143	0.0	0.0714285714286	0.214285714286	-0.142857142857	-5.0	kgs_wide 10 <= X <= 100, player ricubon (6d)	17.0	strength: 6d
0.291666666667	0.208333333333	0.0833333333333	0.208333333333	0.291666666667	-0.0833333333333	-5.0	kgs_wide 10 <= X <= 100, player banana02 (6d)	24.0	strength: 6d
0.0666666666667	0.266666666667	-0.2	0.0	0.666666666667	-0.666666666667	-5.0	kgs_wide 10 <= X <= 100, player TheQ (6d)	19.0	strength: 6d
0.230769230769	0.153846153846	0.0769230769231	0.115384615385	0.5	-0.384615384615	-5.0	kgs_wide 10 <= X <= 100, player GodofGo (6d)	39.0	strength: 6d
0.153846153846	0.0769230769231	0.0769230769231	0.205128205128	0.564102564103	-0.358974358974	-5.0	kgs_wide 10 <= X <= 100, player biped (6d)	43.0	strength: 6d
0.105263157895	0.157894736842	-0.0526315789474	0.210526315789	0.526315789474	-0.315789473684	-5.0	kgs_wide 10 <= X <= 100, player podo (6d)	19.0	strength: 6d
0.0769230769231	0.230769230769	-0.153846153846	0.0769230769231	0.615384615385	-0.538461538462	-5.0	kgs_wide 10 <= X <= 100, player donkeyO (6d)	13.0	strength: 6d
0.0	0.846153846154	-0.846153846154	0.153846153846	0.0	0.153846153846	-5.0	kgs_wide 10 <= X <= 100, player okao (6d)	18.0	strength: 6d
0.0714285714286	0.214285714286	-0.142857142857	0.357142857143	0.357142857143	0.0	-5.0	kgs_wide 10 <= X <= 100, player vitality (6d)	20.0	strength: 6d
0.307692307692	0.307692307692	0.0	0.230769230769	0.153846153846	0.0769230769231	-5.0	kgs_wide 10 <= X <= 100, player hazuki (6d)	15.0	strength: 6d
0.166666666667	0.166666666667	0.0	0.166666666667	0.5	-0.333333333333	-5.0	kgs_wide 10 <= X <= 100, player banana5d (6d), subsampled to max 50	33.0	strength: 6d
0.0833333333333	0.583333333333	-0.5	0.208333333333	0.125	0.0833333333333	-5.0	kgs_wide 10 <= X <= 100, player bloodarena (6d), subsampled to max 50	29.0	strength: 6d
0.0833333333333	0.416666666667	-0.333333333333	0.0833333333333	0.416666666667	-0.333333333333	-5.0	kgs_wide 10 <= X <= 100, player kst (6d)	28.0	strength: 6d
0.2	0.3	-0.1	0.0	0.5	-0.5	-5.0	kgs_wide 10 <= X <= 100, player flyingpig (6d)	11.0	strength: 6d
0.217391304348	0.478260869565	-0.260869565217	0.0869565217391	0.217391304348	-0.130434782609	-5.0	kgs_wide 10 <= X <= 100, player dhler (6d)	24.0	strength: 6d
0.0	0.157894736842	-0.157894736842	0.105263157895	0.736842105263	-0.631578947368	-5.0	kgs_wide 10 <= X <= 100, player skillup (6d)	28.0	strength: 6d
0.227272727273	0.136363636364	0.0909090909091	0.0454545454545	0.590909090909	-0.545454545455	-5.0	kgs_wide 10 <= X <= 100, player qualic (6d)	26.0	strength: 6d
0.25	0.0	0.25	0.0	0.75	-0.75	-5.0	kgs_wide 10 <= X <= 100, player kaima16 (6d)	12.0	strength: 6d
0.157894736842	0.421052631579	-0.263157894737	0.157894736842	0.263157894737	-0.105263157895	-5.0	kgs_wide 10 <= X <= 100, player zen19BS (6d), subsampled to max 50	23.0	strength: 6d
0.0909090909091	0.181818181818	-0.0909090909091	0.0909090909091	0.636363636364	-0.545454545455	-5.0	kgs_wide 10 <= X <= 100, player ThunderGod (6d)	18.0	strength: 6d
0.0	0.125	-0.125	0.0	0.875	-0.875	-5.0	kgs_wide 10 <= X <= 100, player efbdfei (6d)	17.0	strength: 6d
0.1875	0.5	-0.3125	0.0625	0.25	-0.1875	-5.0	kgs_wide 10 <= X <= 100, player guide2010 (6d)	20.0	strength: 6d
0.214285714286	0.678571428571	-0.464285714286	0.0357142857143	0.0714285714286	-0.0357142857143	-5.0	kgs_wide 10 <= X <= 100, player kreutzer (6d)	34.0	strength: 6d
0.181818181818	0.181818181818	0.0	0.0909090909091	0.545454545455	-0.454545454545	-5.0	kgs_wide 10 <= X <= 100, player jhuun (6d)	11.0	strength: 6d
0.136363636364	0.227272727273	-0.0909090909091	0.181818181818	0.454545454545	-0.272727272727	-5.0	kgs_wide 10 <= X <= 100, player mpepe16 (6d), subsampled to max 50	34.0	strength: 6d
0.047619047619	0.285714285714	-0.238095238095	0.0	0.666666666667	-0.666666666667	-5.0	kgs_wide 10 <= X <= 100, player marumon (6d)	27.0	strength: 6d
0.216216216216	0.459459459459	-0.243243243243	0.108108108108	0.216216216216	-0.108108108108	-5.0	kgs_wide 10 <= X <= 100, player gaopo (6d), subsampled to max 50	50.0	strength: 6d
0.1	0.3	-0.2	0.1	0.5	-0.4	-5.0	kgs_wide 10 <= X <= 100, player Peace3Dan (6d)	14.0	strength: 6d
0.0810810810811	0.162162162162	-0.0810810810811	0.135135135135	0.621621621622	-0.486486486486	-5.0	kgs_wide 10 <= X <= 100, player RoyalCrown (6d), subsampled to max 50	45.0	strength: 6d
0.0731707317073	0.317073170732	-0.243902439024	0.0975609756098	0.512195121951	-0.414634146341	-5.0	kgs_wide 10 <= X <= 100, player RiverSheep (6d)	46.0	strength: 6d
0.230769230769	0.384615384615	-0.153846153846	0.0	0.384615384615	-0.384615384615	-5.0	kgs_wide 10 <= X <= 100, player pivot19 (6d)	24.0	strength: 6d
0.0	0.333333333333	-0.333333333333	0.266666666667	0.4	-0.133333333333	-5.0	kgs_wide 10 <= X <= 100, player Dino9 (6d)	21.0	strength: 6d
0.260869565217	0.173913043478	0.0869565217391	0.173913043478	0.391304347826	-0.217391304348	-5.0	kgs_wide 10 <= X <= 100, player BUM (6d)	34.0	strength: 6d
0.0	0.166666666667	-0.166666666667	0.333333333333	0.5	-0.166666666667	-5.0	kgs_wide 10 <= X <= 100, player Kachrge (6d)	13.0	strength: 6d
0.222222222222	0.333333333333	-0.111111111111	0.333333333333	0.111111111111	0.222222222222	-5.0	kgs_wide 10 <= X <= 100, player kghin (6d), subsampled to max 50	11.0	strength: 6d
0.0769230769231	0.538461538462	-0.461538461538	0.0769230769231	0.307692307692	-0.230769230769	-5.0	kgs_wide 10 <= X <= 100, player fbp (6d), subsampled to max 50	14.0	strength: 6d
0.0833333333333	0.0833333333333	0.0	0.166666666667	0.666666666667	-0.5	-5.0	kgs_wide 10 <= X <= 100, player B2OBA (6d)	15.0	strength: 6d
0.294117647059	0.176470588235	0.117647058824	0.0588235294118	0.470588235294	-0.411764705882	-5.0	kgs_wide 10 <= X <= 100, player JohF (6d)	23.0	strength: 6d
0.111111111111	0.111111111111	0.0	0.111111111111	0.666666666667	-0.555555555556	-5.0	kgs_wide 10 <= X <= 100, player Laza (6d)	11.0	strength: 6d
0.384615384615	0.384615384615	0.0	0.0769230769231	0.153846153846	-0.0769230769231	-5.0	kgs_wide 10 <= X <= 100, player ohgushi (6d)	13.0	strength: 6d
0.2	0.28	-0.08	0.28	0.24	0.04	-5.0	kgs_wide 10 <= X <= 100, player guxxan (6d), subsampled to max 50	27.0	strength: 6d
0.0666666666667	0.133333333333	-0.0666666666667	0.133333333333	0.666666666667	-0.533333333333	-5.0	kgs_wide 10 <= X <= 100, player sizuha (6d)	17.0	strength: 6d
0.166666666667	0.5	-0.333333333333	0.0833333333333	0.25	-0.166666666667	-5.0	kgs_wide 10 <= X <= 100, player Namii (6d), subsampled to max 50	17.0	strength: 6d
0.157894736842	0.526315789474	-0.368421052632	0.210526315789	0.105263157895	0.105263157895	-5.0	kgs_wide 10 <= X <= 100, player sususu (6d), subsampled to max 50	38.0	strength: 6d
0.0588235294118	0.470588235294	-0.411764705882	0.117647058824	0.352941176471	-0.235294117647	-5.0	kgs_wide 10 <= X <= 100, player turk (6d), subsampled to max 50	18.0	strength: 6d
0.0833333333333	0.0833333333333	0.0	0.0833333333333	0.75	-0.666666666667	-5.0	kgs_wide 10 <= X <= 100, player takakaze2 (6d)	15.0	strength: 6d
0.0952380952381	0.333333333333	-0.238095238095	0.0952380952381	0.47619047619	-0.380952380952	-5.0	kgs_wide 10 <= X <= 100, player Krabicka (6d)	22.0	strength: 6d
0.235294117647	0.411764705882	-0.176470588235	0.0	0.352941176471	-0.352941176471	-5.0	kgs_wide 10 <= X <= 100, player penpen88 (6d)	17.0	strength: 6d
0.25	0.25	0.0	0.0	0.5	-0.5	-4.0	kgs_wide 10 <= X <= 100, player fun66 (5d)	10.0	strength: 5d
0.0666666666667	0.533333333333	-0.466666666667	0.0666666666667	0.333333333333	-0.266666666667	-4.0	kgs_wide 10 <= X <= 100, player imweak (5d)	15.0	strength: 5d
0.176470588235	0.117647058824	0.0588235294118	0.0588235294118	0.647058823529	-0.588235294118	-4.0	kgs_wide 10 <= X <= 100, player cutlass70 (5d)	23.0	strength: 5d
0.0	0.307692307692	-0.307692307692	0.0	0.692307692308	-0.692307692308	-4.0	kgs_wide 10 <= X <= 100, player GoFun5D (5d)	14.0	strength: 5d
0.0909090909091	0.181818181818	-0.0909090909091	0.454545454545	0.272727272727	0.181818181818	-4.0	kgs_wide 10 <= X <= 100, player Kachrge (5d)	16.0	strength: 5d
0.08	0.28	-0.2	0.32	0.32	0.0	-4.0	kgs_wide 10 <= X <= 100, player miao (5d), subsampled to max 50	32.0	strength: 5d
0.030303030303	0.030303030303	0.0	0.181818181818	0.757575757576	-0.575757575758	-4.0	kgs_wide 10 <= X <= 100, player royu (5d)	44.0	strength: 5d
0.142857142857	0.214285714286	-0.0714285714286	0.0	0.642857142857	-0.642857142857	-4.0	kgs_wide 10 <= X <= 100, player ilovezoey (5d)	16.0	strength: 5d
0.178571428571	0.357142857143	-0.178571428571	0.178571428571	0.285714285714	-0.107142857143	-4.0	kgs_wide 10 <= X <= 100, player cugel20k (5d)	36.0	strength: 5d
0.153846153846	0.230769230769	-0.0769230769231	0.0769230769231	0.538461538462	-0.461538461538	-4.0	kgs_wide 10 <= X <= 100, player HoneyGo (5d), subsampled to max 50	26.0	strength: 5d
0.0384615384615	0.346153846154	-0.307692307692	0.153846153846	0.461538461538	-0.307692307692	-4.0	kgs_wide 10 <= X <= 100, player qwest (5d), subsampled to max 50	37.0	strength: 5d
0.181818181818	0.272727272727	-0.0909090909091	0.0909090909091	0.454545454545	-0.363636363636	-4.0	kgs_wide 10 <= X <= 100, player phywkaren (5d)	11.0	strength: 5d
0.0	0.0	0.0	0.444444444444	0.555555555556	-0.111111111111	-4.0	kgs_wide 10 <= X <= 100, player RP999 (5d)	12.0	strength: 5d
0.0	0.2	-0.2	0.0666666666667	0.733333333333	-0.666666666667	-4.0	kgs_wide 10 <= X <= 100, player cugel24k (5d)	18.0	strength: 5d
0.181818181818	0.181818181818	0.0	0.0	0.636363636364	-0.636363636364	-4.0	kgs_wide 10 <= X <= 100, player flyer (5d)	11.0	strength: 5d
0.047619047619	0.380952380952	-0.333333333333	0.333333333333	0.238095238095	0.0952380952381	-4.0	kgs_wide 10 <= X <= 100, player chayitui (5d), subsampled to max 50	22.0	strength: 5d
0.111111111111	0.333333333333	-0.222222222222	0.111111111111	0.444444444444	-0.333333333333	-4.0	kgs_wide 10 <= X <= 100, player Rocker (5d)	13.0	strength: 5d
0.285714285714	0.285714285714	0.0	0.214285714286	0.214285714286	0.0	-4.0	kgs_wide 10 <= X <= 100, player namita (5d)	16.0	strength: 5d
0.208333333333	0.166666666667	0.0416666666667	0.125	0.5	-0.375	-4.0	kgs_wide 10 <= X <= 100, player joinyee (5d), subsampled to max 50	31.0	strength: 5d
0.15	0.2	-0.05	0.15	0.5	-0.35	-4.0	kgs_wide 10 <= X <= 100, player toman118 (5d)	22.0	strength: 5d
0.0526315789474	0.368421052632	-0.315789473684	0.0	0.578947368421	-0.578947368421	-4.0	kgs_wide 10 <= X <= 100, player myeric (5d), subsampled to max 50	20.0	strength: 5d
0.0909090909091	0.454545454545	-0.363636363636	0.0909090909091	0.363636363636	-0.272727272727	-4.0	kgs_wide 10 <= X <= 100, player howzulee (5d)	11.0	strength: 5d
0.272727272727	0.363636363636	-0.0909090909091	0.0454545454545	0.318181818182	-0.272727272727	-4.0	kgs_wide 10 <= X <= 100, player Tabemasu (5d), subsampled to max 50	35.0	strength: 5d
0.434782608696	0.260869565217	0.173913043478	0.0434782608696	0.260869565217	-0.217391304348	-4.0	kgs_wide 10 <= X <= 100, player marukome (5d), subsampled to max 50	28.0	strength: 5d
0.25	0.1875	0.0625	0.0625	0.5	-0.4375	-4.0	kgs_wide 10 <= X <= 100, player leotao2588 (5d), subsampled to max 50	17.0	strength: 5d
0.142857142857	0.142857142857	0.0	0.142857142857	0.571428571429	-0.428571428571	-4.0	kgs_wide 10 <= X <= 100, player life (5d)	13.0	strength: 5d
0.0	0.333333333333	-0.333333333333	0.0	0.666666666667	-0.666666666667	-4.0	kgs_wide 10 <= X <= 100, player Wadjet (5d)	16.0	strength: 5d
0.416666666667	0.166666666667	0.25	0.0833333333333	0.333333333333	-0.25	-4.0	kgs_wide 10 <= X <= 100, player nd67 (5d)	13.0	strength: 5d
1.0	0.0	1.0	0.0	0.0	0.0	-4.0	kgs_wide 10 <= X <= 100, player tszkong (5d)	16.0	strength: 5d
0.05	0.3	-0.25	0.25	0.4	-0.15	-4.0	kgs_wide 10 <= X <= 100, player RoyalCrown (5d)	25.0	strength: 5d
0.0	0.4	-0.4	0.2	0.4	-0.2	-4.0	kgs_wide 10 <= X <= 100, player Gay (5d), subsampled to max 50	15.0	strength: 5d
0.0740740740741	0.444444444444	-0.37037037037	0.148148148148	0.333333333333	-0.185185185185	-4.0	kgs_wide 10 <= X <= 100, player ljj (5d)	31.0	strength: 5d
0.3	0.3	0.0	0.2	0.2	0.0	-4.0	kgs_wide 10 <= X <= 100, player NoTenkie (5d), subsampled to max 50	15.0	strength: 5d
0.1	0.2	-0.1	0.4	0.3	0.1	-4.0	kgs_wide 10 <= X <= 100, player advisor (5d)	13.0	strength: 5d
0.36	0.4	-0.04	0.04	0.2	-0.16	-4.0	kgs_wide 10 <= X <= 100, player ume8 (5d)	32.0	strength: 5d
0.2	0.2	0.0	0.15	0.45	-0.3	-4.0	kgs_wide 10 <= X <= 100, player mpepe16 (5d)	22.0	strength: 5d
0.294117647059	0.117647058824	0.176470588235	0.235294117647	0.352941176471	-0.117647058824	-4.0	kgs_wide 10 <= X <= 100, player oneeyejack (5d)	47.0	strength: 5d
0.142857142857	0.357142857143	-0.214285714286	0.0714285714286	0.428571428571	-0.357142857143	-4.0	kgs_wide 10 <= X <= 100, player principia (5d)	35.0	strength: 5d
0.0833333333333	0.0833333333333	0.0	0.416666666667	0.416666666667	0.0	-4.0	kgs_wide 10 <= X <= 100, player Estryx (5d)	16.0	strength: 5d
0.133333333333	0.4	-0.266666666667	0.0666666666667	0.4	-0.333333333333	-4.0	kgs_wide 10 <= X <= 100, player xiongmao (5d)	45.0	strength: 5d
0.179487179487	0.128205128205	0.0512820512821	0.25641025641	0.435897435897	-0.179487179487	-4.0	kgs_wide 10 <= X <= 100, player singleCPU (5d), subsampled to max 50	49.0	strength: 5d
0.0909090909091	0.333333333333	-0.242424242424	0.0909090909091	0.484848484848	-0.393939393939	-4.0	kgs_wide 10 <= X <= 100, player guxxan (5d), subsampled to max 50	39.0	strength: 5d
0.0833333333333	0.166666666667	-0.0833333333333	0.0	0.75	-0.75	-4.0	kgs_wide 10 <= X <= 100, player yollo (5d)	13.0	strength: 5d
