f0(local seq < 10: sente)	f0(local seq < 10: gote)	f0(local seq < 10: sente - gote)	player strength	OSL name	OSL size	Image name
15.0	6.2	8.8	-5.0	kgs_wide 10 <= X <= 100, player ErgoProxy (6d)	25.0	strength: 6d
10.6666666667	5.4	5.26666666667	-5.0	kgs_wide 10 <= X <= 100, player killerGo (6d)	15.0	strength: 6d
9.97058823529	5.76470588235	4.20588235294	-5.0	kgs_wide 10 <= X <= 100, player koram (6d), subsampled to max 50	34.0	strength: 6d
9.38095238095	4.78571428571	4.59523809524	-5.0	kgs_wide 10 <= X <= 100, player Neufx9 (6d)	42.0	strength: 6d
9.0	5.57142857143	3.42857142857	-5.0	kgs_wide 10 <= X <= 100, player Cornel (6d)	14.0	strength: 6d
8.6875	5.0	3.6875	-5.0	kgs_wide 10 <= X <= 100, player almost (6d)	16.0	strength: 6d
11.0	4.78571428571	6.21428571429	-5.0	kgs_wide 10 <= X <= 100, player lwhite (6d)	14.0	strength: 6d
9.53488372093	5.09302325581	4.44186046512	-5.0	kgs_wide 10 <= X <= 100, player Galle (6d)	43.0	strength: 6d
14.3333333333	6.0	8.33333333333	-5.0	kgs_wide 10 <= X <= 100, player loveHER (6d), subsampled to max 50	21.0	strength: 6d
9.59523809524	4.80952380952	4.78571428571	-5.0	kgs_wide 10 <= X <= 100, player turc (6d)	42.0	strength: 6d
10.1666666667	5.46666666667	4.7	-5.0	kgs_wide 10 <= X <= 100, player itameshi (6d)	30.0	strength: 6d
10.75	5.85416666667	4.89583333333	-5.0	kgs_wide 10 <= X <= 100, player Dcugel (6d), subsampled to max 50	48.0	strength: 6d
10.8787878788	5.72727272727	5.15151515152	-5.0	kgs_wide 10 <= X <= 100, player Lukan (6d), subsampled to max 50	33.0	strength: 6d
11.4615384615	6.5641025641	4.89743589744	-5.0	kgs_wide 10 <= X <= 100, player shiryuu (6d), subsampled to max 50	39.0	strength: 6d
10.4615384615	5.30769230769	5.15384615385	-5.0	kgs_wide 10 <= X <= 100, player Nighthawk (6d)	13.0	strength: 6d
12.6341463415	5.36585365854	7.26829268293	-5.0	kgs_wide 10 <= X <= 100, player twoeye (6d)	41.0	strength: 6d
8.81818181818	6.09090909091	2.72727272727	-5.0	kgs_wide 10 <= X <= 100, player benandiand (6d), subsampled to max 50	11.0	strength: 6d
13.6470588235	6.0	7.64705882353	-5.0	kgs_wide 10 <= X <= 100, player ricubon (6d)	17.0	strength: 6d
16.8333333333	7.83333333333	9.0	-5.0	kgs_wide 10 <= X <= 100, player banana02 (6d)	24.0	strength: 6d
10.7368421053	3.84210526316	6.89473684211	-5.0	kgs_wide 10 <= X <= 100, player TheQ (6d)	19.0	strength: 6d
9.61538461538	5.30769230769	4.30769230769	-5.0	kgs_wide 10 <= X <= 100, player GodofGo (6d)	39.0	strength: 6d
11.5813953488	5.51162790698	6.06976744186	-5.0	kgs_wide 10 <= X <= 100, player biped (6d)	43.0	strength: 6d
11.6842105263	6.0	5.68421052632	-5.0	kgs_wide 10 <= X <= 100, player podo (6d)	19.0	strength: 6d
7.76923076923	4.92307692308	2.84615384615	-5.0	kgs_wide 10 <= X <= 100, player donkeyO (6d)	13.0	strength: 6d
10.0	5.16666666667	4.83333333333	-5.0	kgs_wide 10 <= X <= 100, player okao (6d)	18.0	strength: 6d
11.0	5.15	5.85	-5.0	kgs_wide 10 <= X <= 100, player vitality (6d)	20.0	strength: 6d
9.8	5.26666666667	4.53333333333	-5.0	kgs_wide 10 <= X <= 100, player hazuki (6d)	15.0	strength: 6d
14.6666666667	6.51515151515	8.15151515152	-5.0	kgs_wide 10 <= X <= 100, player banana5d (6d), subsampled to max 50	33.0	strength: 6d
9.93103448276	5.0	4.93103448276	-5.0	kgs_wide 10 <= X <= 100, player bloodarena (6d), subsampled to max 50	29.0	strength: 6d
8.64285714286	4.78571428571	3.85714285714	-5.0	kgs_wide 10 <= X <= 100, player kst (6d)	28.0	strength: 6d
10.4545454545	5.72727272727	4.72727272727	-5.0	kgs_wide 10 <= X <= 100, player flyingpig (6d)	11.0	strength: 6d
9.75	4.45833333333	5.29166666667	-5.0	kgs_wide 10 <= X <= 100, player dhler (6d)	24.0	strength: 6d
5.78571428571	2.71428571429	3.07142857143	-5.0	kgs_wide 10 <= X <= 100, player skillup (6d)	28.0	strength: 6d
7.5	4.80769230769	2.69230769231	-5.0	kgs_wide 10 <= X <= 100, player qualic (6d)	26.0	strength: 6d
8.66666666667	3.75	4.91666666667	-5.0	kgs_wide 10 <= X <= 100, player kaima16 (6d)	12.0	strength: 6d
10.0	5.60869565217	4.39130434783	-5.0	kgs_wide 10 <= X <= 100, player zen19BS (6d), subsampled to max 50	23.0	strength: 6d
5.88888888889	3.83333333333	2.05555555556	-5.0	kgs_wide 10 <= X <= 100, player ThunderGod (6d)	18.0	strength: 6d
7.41176470588	2.88235294118	4.52941176471	-5.0	kgs_wide 10 <= X <= 100, player efbdfei (6d)	17.0	strength: 6d
10.15	5.6	4.55	-5.0	kgs_wide 10 <= X <= 100, player guide2010 (6d)	20.0	strength: 6d
10.1176470588	5.41176470588	4.70588235294	-5.0	kgs_wide 10 <= X <= 100, player kreutzer (6d)	34.0	strength: 6d
11.4545454545	4.18181818182	7.27272727273	-5.0	kgs_wide 10 <= X <= 100, player jhuun (6d)	11.0	strength: 6d
6.61764705882	3.47058823529	3.14705882353	-5.0	kgs_wide 10 <= X <= 100, player mpepe16 (6d), subsampled to max 50	34.0	strength: 6d
7.74074074074	4.14814814815	3.59259259259	-5.0	kgs_wide 10 <= X <= 100, player marumon (6d)	27.0	strength: 6d
11.76	5.34	6.42	-5.0	kgs_wide 10 <= X <= 100, player gaopo (6d), subsampled to max 50	50.0	strength: 6d
13.0	4.92857142857	8.07142857143	-5.0	kgs_wide 10 <= X <= 100, player Peace3Dan (6d)	14.0	strength: 6d
10.9555555556	5.33333333333	5.62222222222	-5.0	kgs_wide 10 <= X <= 100, player RoyalCrown (6d), subsampled to max 50	45.0	strength: 6d
9.95652173913	4.9347826087	5.02173913043	-5.0	kgs_wide 10 <= X <= 100, player RiverSheep (6d)	46.0	strength: 6d
10.0	5.16666666667	4.83333333333	-5.0	kgs_wide 10 <= X <= 100, player pivot19 (6d)	24.0	strength: 6d
11.5714285714	5.52380952381	6.04761904762	-5.0	kgs_wide 10 <= X <= 100, player Dino9 (6d)	21.0	strength: 6d
11.7352941176	5.70588235294	6.02941176471	-5.0	kgs_wide 10 <= X <= 100, player BUM (6d)	34.0	strength: 6d
9.53846153846	4.46153846154	5.07692307692	-5.0	kgs_wide 10 <= X <= 100, player Kachrge (6d)	13.0	strength: 6d
11.3636363636	5.81818181818	5.54545454545	-5.0	kgs_wide 10 <= X <= 100, player kghin (6d), subsampled to max 50	11.0	strength: 6d
8.92857142857	5.14285714286	3.78571428571	-5.0	kgs_wide 10 <= X <= 100, player fbp (6d), subsampled to max 50	14.0	strength: 6d
13.0666666667	4.0	9.06666666667	-5.0	kgs_wide 10 <= X <= 100, player B2OBA (6d)	15.0	strength: 6d
12.347826087	5.13043478261	7.21739130435	-5.0	kgs_wide 10 <= X <= 100, player JohF (6d)	23.0	strength: 6d
7.09090909091	4.72727272727	2.36363636364	-5.0	kgs_wide 10 <= X <= 100, player Laza (6d)	11.0	strength: 6d
13.0	6.38461538462	6.61538461538	-5.0	kgs_wide 10 <= X <= 100, player ohgushi (6d)	13.0	strength: 6d
13.4814814815	6.11111111111	7.37037037037	-5.0	kgs_wide 10 <= X <= 100, player guxxan (6d), subsampled to max 50	27.0	strength: 6d
8.47058823529	4.88235294118	3.58823529412	-5.0	kgs_wide 10 <= X <= 100, player sizuha (6d)	17.0	strength: 6d
10.7647058824	5.47058823529	5.29411764706	-5.0	kgs_wide 10 <= X <= 100, player Namii (6d), subsampled to max 50	17.0	strength: 6d
7.60526315789	3.84210526316	3.76315789474	-5.0	kgs_wide 10 <= X <= 100, player sususu (6d), subsampled to max 50	38.0	strength: 6d
10.4444444444	4.5	5.94444444444	-5.0	kgs_wide 10 <= X <= 100, player turk (6d), subsampled to max 50	18.0	strength: 6d
11.5333333333	4.66666666667	6.86666666667	-5.0	kgs_wide 10 <= X <= 100, player takakaze2 (6d)	15.0	strength: 6d
12.2727272727	4.18181818182	8.09090909091	-5.0	kgs_wide 10 <= X <= 100, player Krabicka (6d)	22.0	strength: 6d
10.0588235294	4.41176470588	5.64705882353	-5.0	kgs_wide 10 <= X <= 100, player penpen88 (6d)	17.0	strength: 6d
7.3	4.6	2.7	-4.0	kgs_wide 10 <= X <= 100, player fun66 (5d)	10.0	strength: 5d
12.8	4.6	8.2	-4.0	kgs_wide 10 <= X <= 100, player imweak (5d)	15.0	strength: 5d
8.73913043478	4.47826086957	4.26086956522	-4.0	kgs_wide 10 <= X <= 100, player cutlass70 (5d)	23.0	strength: 5d
4.14285714286	3.21428571429	0.928571428571	-4.0	kgs_wide 10 <= X <= 100, player GoFun5D (5d)	14.0	strength: 5d
10.3125	5.625	4.6875	-4.0	kgs_wide 10 <= X <= 100, player Kachrge (5d)	16.0	strength: 5d
10.0625	5.0625	5.0	-4.0	kgs_wide 10 <= X <= 100, player miao (5d), subsampled to max 50	32.0	strength: 5d
9.18181818182	4.61363636364	4.56818181818	-4.0	kgs_wide 10 <= X <= 100, player royu (5d)	44.0	strength: 5d
11.8125	4.75	7.0625	-4.0	kgs_wide 10 <= X <= 100, player ilovezoey (5d)	16.0	strength: 5d
9.52777777778	5.61111111111	3.91666666667	-4.0	kgs_wide 10 <= X <= 100, player cugel20k (5d)	36.0	strength: 5d
8.19230769231	5.23076923077	2.96153846154	-4.0	kgs_wide 10 <= X <= 100, player HoneyGo (5d), subsampled to max 50	26.0	strength: 5d
10.2432432432	5.2972972973	4.94594594595	-4.0	kgs_wide 10 <= X <= 100, player qwest (5d), subsampled to max 50	37.0	strength: 5d
8.27272727273	6.09090909091	2.18181818182	-4.0	kgs_wide 10 <= X <= 100, player phywkaren (5d)	11.0	strength: 5d
11.25	4.91666666667	6.33333333333	-4.0	kgs_wide 10 <= X <= 100, player RP999 (5d)	12.0	strength: 5d
9.83333333333	4.72222222222	5.11111111111	-4.0	kgs_wide 10 <= X <= 100, player cugel24k (5d)	18.0	strength: 5d
8.18181818182	5.0	3.18181818182	-4.0	kgs_wide 10 <= X <= 100, player flyer (5d)	11.0	strength: 5d
13.7272727273	6.54545454545	7.18181818182	-4.0	kgs_wide 10 <= X <= 100, player chayitui (5d), subsampled to max 50	22.0	strength: 5d
11.3076923077	5.0	6.30769230769	-4.0	kgs_wide 10 <= X <= 100, player Rocker (5d)	13.0	strength: 5d
12.25	6.125	6.125	-4.0	kgs_wide 10 <= X <= 100, player namita (5d)	16.0	strength: 5d
12.3548387097	5.77419354839	6.58064516129	-4.0	kgs_wide 10 <= X <= 100, player joinyee (5d), subsampled to max 50	31.0	strength: 5d
9.27272727273	6.04545454545	3.22727272727	-4.0	kgs_wide 10 <= X <= 100, player toman118 (5d)	22.0	strength: 5d
6.6	3.6	3.0	-4.0	kgs_wide 10 <= X <= 100, player myeric (5d), subsampled to max 50	20.0	strength: 5d
9.27272727273	5.18181818182	4.09090909091	-4.0	kgs_wide 10 <= X <= 100, player howzulee (5d)	11.0	strength: 5d
9.4	4.34285714286	5.05714285714	-4.0	kgs_wide 10 <= X <= 100, player Tabemasu (5d), subsampled to max 50	35.0	strength: 5d
11.6071428571	6.32142857143	5.28571428571	-4.0	kgs_wide 10 <= X <= 100, player marukome (5d), subsampled to max 50	28.0	strength: 5d
11.7647058824	5.05882352941	6.70588235294	-4.0	kgs_wide 10 <= X <= 100, player leotao2588 (5d), subsampled to max 50	17.0	strength: 5d
9.15384615385	3.38461538462	5.76923076923	-4.0	kgs_wide 10 <= X <= 100, player life (5d)	13.0	strength: 5d
6.5625	4.4375	2.125	-4.0	kgs_wide 10 <= X <= 100, player Wadjet (5d)	16.0	strength: 5d
17.9230769231	6.53846153846	11.3846153846	-4.0	kgs_wide 10 <= X <= 100, player nd67 (5d)	13.0	strength: 5d
6.8125	3.875	2.9375	-4.0	kgs_wide 10 <= X <= 100, player tszkong (5d)	16.0	strength: 5d
10.56	4.96	5.6	-4.0	kgs_wide 10 <= X <= 100, player RoyalCrown (5d)	25.0	strength: 5d
9.46666666667	5.0	4.46666666667	-4.0	kgs_wide 10 <= X <= 100, player Gay (5d), subsampled to max 50	15.0	strength: 5d
14.6129032258	4.61290322581	10.0	-4.0	kgs_wide 10 <= X <= 100, player ljj (5d)	31.0	strength: 5d
9.06666666667	5.4	3.66666666667	-4.0	kgs_wide 10 <= X <= 100, player NoTenkie (5d), subsampled to max 50	15.0	strength: 5d
9.92307692308	5.69230769231	4.23076923077	-4.0	kgs_wide 10 <= X <= 100, player advisor (5d)	13.0	strength: 5d
11.53125	6.15625	5.375	-4.0	kgs_wide 10 <= X <= 100, player ume8 (5d)	32.0	strength: 5d
7.27272727273	3.68181818182	3.59090909091	-4.0	kgs_wide 10 <= X <= 100, player mpepe16 (5d)	22.0	strength: 5d
11.5957446809	5.76595744681	5.82978723404	-4.0	kgs_wide 10 <= X <= 100, player oneeyejack (5d)	47.0	strength: 5d
9.62857142857	4.6	5.02857142857	-4.0	kgs_wide 10 <= X <= 100, player principia (5d)	35.0	strength: 5d
10.9375	6.6875	4.25	-4.0	kgs_wide 10 <= X <= 100, player Estryx (5d)	16.0	strength: 5d
6.33333333333	3.6	2.73333333333	-4.0	kgs_wide 10 <= X <= 100, player xiongmao (5d)	45.0	strength: 5d
9.34693877551	5.59183673469	3.75510204082	-4.0	kgs_wide 10 <= X <= 100, player singleCPU (5d), subsampled to max 50	49.0	strength: 5d
10.8461538462	5.71794871795	5.12820512821	-4.0	kgs_wide 10 <= X <= 100, player guxxan (5d), subsampled to max 50	39.0	strength: 5d
8.23076923077	4.46153846154	3.76923076923	-4.0	kgs_wide 10 <= X <= 100, player yollo (5d)	13.0	strength: 5d
9.87878787879	4.69696969697	5.18181818182	-4.0	kgs_wide 10 <= X <= 100, player kghin (5d), subsampled to max 50	33.0	strength: 5d
13.7333333333	5.13333333333	8.6	-4.0	kgs_wide 10 <= X <= 100, player Tiger5k (5d), subsampled to max 50	15.0	strength: 5d
7.33333333333	4.26666666667	3.06666666667	-4.0	kgs_wide 10 <= X <= 100, player emre35 (5d), subsampled to max 50	15.0	strength: 5d
10.5319148936	5.42553191489	5.10638297872	-4.0	kgs_wide 10 <= X <= 100, player treeyee (5d)	47.0	strength: 5d
7.46153846154	4.76923076923	2.69230769231	-4.0	kgs_wide 10 <= X <= 100, player LabelBlack (5d)	13.0	strength: 5d
7.5	3.875	3.625	-4.0	kgs_wide 10 <= X <= 100, player yuki4 (5d)	16.0	strength: 5d
11.3333333333	5.70833333333	5.625	-4.0	kgs_wide 10 <= X <= 100, player newtonxu (5d)	24.0	strength: 5d
10.0256410256	5.25641025641	4.76923076923	-4.0	kgs_wide 10 <= X <= 100, player Guinevere (5d)	39.0	strength: 5d
15.5333333333	6.26666666667	9.26666666667	-4.0	kgs_wide 10 <= X <= 100, player goLord (5d)	15.0	strength: 5d
10.4193548387	4.8064516129	5.61290322581	-4.0	kgs_wide 10 <= X <= 100, player Krabicka (5d), subsampled to max 50	31.0	strength: 5d
17.0	5.69230769231	11.3076923077	-4.0	kgs_wide 10 <= X <= 100, player banana5d (5d)	26.0	strength: 5d
8.0	4.375	3.625	-4.0	kgs_wide 10 <= X <= 100, player cugel23k (5d)	16.0	strength: 5d
8.09090909091	5.0	3.09090909091	-4.0	kgs_wide 10 <= X <= 100, player BlackOmen1 (5d)	11.0	strength: 5d
12.2083333333	5.91666666667	6.29166666667	-4.0	kgs_wide 10 <= X <= 100, player actgg (5d)	24.0	strength: 5d
7.9	5.4	2.5	-4.0	kgs_wide 10 <= X <= 100, player coolbabe (5d), subsampled to max 50	10.0	strength: 5d
11.4897959184	5.28571428571	6.20408163265	-4.0	kgs_wide 10 <= X <= 100, player Namii (5d), subsampled to max 50	49.0	strength: 5d
12.2	5.46666666667	6.73333333333	-4.0	kgs_wide 10 <= X <= 100, player cuvaca (5d)	15.0	strength: 5d
8.27272727273	3.45454545455	4.81818181818	-4.0	kgs_wide 10 <= X <= 100, player nogame (5d)	11.0	strength: 5d
7.10526315789	4.63157894737	2.47368421053	-4.0	kgs_wide 10 <= X <= 100, player kazta (5d)	19.0	strength: 5d
11.6129032258	5.58064516129	6.03225806452	-4.0	kgs_wide 10 <= X <= 100, player lwhite (5d)	31.0	strength: 5d
13.6923076923	3.92307692308	9.76923076923	-4.0	kgs_wide 10 <= X <= 100, player eveliya (5d)	13.0	strength: 5d
10.4047619048	5.38095238095	5.02380952381	-4.0	kgs_wide 10 <= X <= 100, player symanto (5d), subsampled to max 50	42.0	strength: 5d
11.7894736842	7.26315789474	4.52631578947	-4.0	kgs_wide 10 <= X <= 100, player SOS (5d)	19.0	strength: 5d
12.2857142857	4.95238095238	7.33333333333	-4.0	kgs_wide 10 <= X <= 100, player kudab (5d)	21.0	strength: 5d
10.1538461538	6.10256410256	4.05128205128	-4.0	kgs_wide 10 <= X <= 100, player Lukan (5d), subsampled to max 50	39.0	strength: 5d
11.7826086957	5.52173913043	6.26086956522	-4.0	kgs_wide 10 <= X <= 100, player FlashGoe (5d)	23.0	strength: 5d
7.30769230769	4.65384615385	2.65384615385	-4.0	kgs_wide 10 <= X <= 100, player Kamyk (5d)	26.0	strength: 5d
11.696969697	4.48484848485	7.21212121212	-4.0	kgs_wide 10 <= X <= 100, player onewing (5d)	33.0	strength: 5d
10.9032258065	4.38709677419	6.51612903226	-4.0	kgs_wide 10 <= X <= 100, player Am (5d)	31.0	strength: 5d
8.86956521739	4.08695652174	4.78260869565	-4.0	kgs_wide 10 <= X <= 100, player dimentio (5d)	23.0	strength: 5d
10.3421052632	5.92105263158	4.42105263158	-4.0	kgs_wide 10 <= X <= 100, player Iwish (5d), subsampled to max 50	38.0	strength: 5d
7.78571428571	4.5	3.28571428571	-4.0	kgs_wide 10 <= X <= 100, player danigabi (5d)	14.0	strength: 5d
11.4137931034	4.72413793103	6.68965517241	-4.0	kgs_wide 10 <= X <= 100, player chivalric (5d)	29.0	strength: 5d
10.9512195122	5.65853658537	5.29268292683	-4.0	kgs_wide 10 <= X <= 100, player x400 (5d)	41.0	strength: 5d
13.40625	6.5	6.90625	-4.0	kgs_wide 10 <= X <= 100, player suechan (5d), subsampled to max 50	32.0	strength: 5d
9.75	5.33333333333	4.41666666667	-4.0	kgs_wide 10 <= X <= 100, player Serpentin (5d)	12.0	strength: 5d
8.75	5.25	3.5	-4.0	kgs_wide 10 <= X <= 100, player advisors (5d)	16.0	strength: 5d
9.16666666667	5.66666666667	3.5	-4.0	kgs_wide 10 <= X <= 100, player ikatyuu (5d)	12.0	strength: 5d
12.1071428571	6.21428571429	5.89285714286	-4.0	kgs_wide 10 <= X <= 100, player azteca7 (5d)	28.0	strength: 5d
12.4615384615	7.15384615385	5.30769230769	-4.0	kgs_wide 10 <= X <= 100, player sum (5d)	13.0	strength: 5d
12.3846153846	5.34615384615	7.03846153846	-4.0	kgs_wide 10 <= X <= 100, player imajowa1 (5d)	26.0	strength: 5d
10.8333333333	5.46666666667	5.36666666667	-4.0	kgs_wide 10 <= X <= 100, player takakaze (5d), subsampled to max 50	30.0	strength: 5d
6.11764705882	3.70588235294	2.41176470588	-4.0	kgs_wide 10 <= X <= 100, player GengYang (5d)	17.0	strength: 5d
9.5652173913	4.69565217391	4.86956521739	-4.0	kgs_wide 10 <= X <= 100, player bit007 (5d)	23.0	strength: 5d
11.0416666667	6.5	4.54166666667	-4.0	kgs_wide 10 <= X <= 100, player Marek (5d), subsampled to max 50	24.0	strength: 5d
10.2051282051	4.79487179487	5.41025641026	-4.0	kgs_wide 10 <= X <= 100, player play4 (5d), subsampled to max 50	39.0	strength: 5d
14.4782608696	5.0	9.47826086957	-4.0	kgs_wide 10 <= X <= 100, player Spass (5d)	23.0	strength: 5d
7.90909090909	4.09090909091	3.81818181818	-4.0	kgs_wide 10 <= X <= 100, player Laza (5d)	11.0	strength: 5d
8.23076923077	4.15384615385	4.07692307692	-4.0	kgs_wide 10 <= X <= 100, player ShidaMirai (5d)	13.0	strength: 5d
13.7619047619	6.28571428571	7.47619047619	-4.0	kgs_wide 10 <= X <= 100, player junkjunk (5d)	21.0	strength: 5d
8.31578947368	4.89473684211	3.42105263158	-4.0	kgs_wide 10 <= X <= 100, player michi2009 (5d), subsampled to max 50	19.0	strength: 5d
9.81818181818	5.54545454545	4.27272727273	-4.0	kgs_wide 10 <= X <= 100, player hikarunoko (5d)	11.0	strength: 5d
