f0(wins by points)	f0(wins by resign)	f0(wp - wr)	f0(lost by points)	f0(lost by resign)	f0(lp - lr)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
0.375	0.1875	0.1875	0.3125	0.125	0.1875	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 4	16.0	style_2: O Meien
0.3125	0.3125	0.0	0.1875	0.1875	0.0	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 5	16.0	style_2: O Meien
0.375	0.0625	0.3125	0.25	0.3125	-0.0625	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 6	16.0	style_2: O Meien
0.133333333333	0.333333333333	-0.2	0.2	0.333333333333	-0.133333333333	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 7	16.0	style_2: O Meien
0.266666666667	0.333333333333	-0.0666666666667	0.2	0.2	0.0	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 8	16.0	style_2: O Meien
0.25	0.25	0.0	0.0625	0.4375	-0.375	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 9	16.0	style_2: O Meien
0.1875	0.25	-0.0625	0.25	0.3125	-0.0625	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 10	16.0	style_2: O Meien
0.25	0.3125	-0.0625	0.1875	0.25	-0.0625	2.66666666667	9.66666666667	8.33333333333	3.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player O Meien, split 11	16.0	style_2: O Meien
0.3125	0.5625	-0.25	0.0625	0.0625	0.0	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 0	16.0	style_2: Ma Xiaochun
0.125	0.5	-0.375	0.1875	0.1875	0.0	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 1	16.0	style_2: Ma Xiaochun
0.333333333333	0.266666666667	0.0666666666667	0.2	0.2	0.0	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 2	16.0	style_2: Ma Xiaochun
0.1875	0.25	-0.0625	0.125	0.4375	-0.3125	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 3	16.0	style_2: Ma Xiaochun
0.1875	0.4375	-0.25	0.0625	0.3125	-0.25	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 4	16.0	style_2: Ma Xiaochun
0.2	0.466666666667	-0.266666666667	0.2	0.133333333333	0.0666666666667	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 5	16.0	style_2: Ma Xiaochun
0.266666666667	0.466666666667	-0.2	0.0666666666667	0.2	-0.133333333333	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 6	16.0	style_2: Ma Xiaochun
0.125	0.4375	-0.3125	0.1875	0.25	-0.0625	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 7	16.0	style_2: Ma Xiaochun
0.125	0.375	-0.25	0.5	0.0	0.5	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 8	16.0	style_2: Ma Xiaochun
0.125	0.4375	-0.3125	0.1875	0.25	-0.0625	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 9	16.0	style_2: Ma Xiaochun
0.125	0.625	-0.5	0.0625	0.1875	-0.125	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 10	16.0	style_2: Ma Xiaochun
0.1875	0.5	-0.3125	0.25	0.0625	0.1875	8.25	5.25	5.25	6.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ma Xiaochun, split 11	16.0	style_2: Ma Xiaochun
0.0625	0.5	-0.4375	0.25	0.1875	0.0625	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 0	16.0	style_2: Sakata Eio
0.1875	0.4375	-0.25	0.25	0.125	0.125	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 1	16.0	style_2: Sakata Eio
0.3125	0.3125	0.0	0.375	0.0	0.375	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 2	16.0	style_2: Sakata Eio
0.2	0.666666666667	-0.466666666667	0.0666666666667	0.0666666666667	0.0	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 3	16.0	style_2: Sakata Eio
0.1875	0.5625	-0.375	0.0625	0.1875	-0.125	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 4	16.0	style_2: Sakata Eio
0.0666666666667	0.666666666667	-0.6	0.266666666667	0.0	0.266666666667	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 5	16.0	style_2: Sakata Eio
0.125	0.4375	-0.3125	0.3125	0.125	0.1875	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 6	16.0	style_2: Sakata Eio
0.125	0.4375	-0.3125	0.25	0.1875	0.0625	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 7	16.0	style_2: Sakata Eio
0.214285714286	0.285714285714	-0.0714285714286	0.357142857143	0.142857142857	0.214285714286	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 8	16.0	style_2: Sakata Eio
0.25	0.5	-0.25	0.1875	0.0625	0.125	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 9	16.0	style_2: Sakata Eio
0.0	0.4375	-0.4375	0.4375	0.125	0.3125	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 10	16.0	style_2: Sakata Eio
0.0666666666667	0.666666666667	-0.6	0.2	0.0666666666667	0.133333333333	8.0	4.0	7.75	8.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Sakata Eio, split 11	16.0	style_2: Sakata Eio
0.25	0.4375	-0.1875	0.0625	0.25	-0.1875	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 0	16.0	style_2: Yi Se-tol
0.25	0.5	-0.25	0.0	0.25	-0.25	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 1	16.0	style_2: Yi Se-tol
0.0625	0.625	-0.5625	0.0625	0.25	-0.1875	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 2	16.0	style_2: Yi Se-tol
0.0625	0.625	-0.5625	0.0625	0.25	-0.1875	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 3	16.0	style_2: Yi Se-tol
0.1875	0.25	-0.0625	0.0625	0.5	-0.4375	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 4	16.0	style_2: Yi Se-tol
0.25	0.4375	-0.1875	0.0625	0.25	-0.1875	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 5	16.0	style_2: Yi Se-tol
0.0	0.625	-0.625	0.0	0.375	-0.375	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 6	16.0	style_2: Yi Se-tol
0.1875	0.3125	-0.125	0.125	0.375	-0.25	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 7	16.0	style_2: Yi Se-tol
0.1875	0.5625	-0.375	0.125	0.125	0.0	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 8	16.0	style_2: Yi Se-tol
0.125	0.5625	-0.4375	0.0	0.3125	-0.3125	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 9	16.0	style_2: Yi Se-tol
0.1875	0.625	-0.4375	0.0	0.1875	-0.1875	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 10	16.0	style_2: Yi Se-tol
0.0625	0.4375	-0.375	0.0625	0.4375	-0.375	6.0	7.25	9.25	7.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Se-tol, split 11	16.0	style_2: Yi Se-tol
0.133333333333	0.533333333333	-0.4	0.2	0.133333333333	0.0666666666667	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 0	16.0	style_2: Rui Naiwei
0.0	0.533333333333	-0.533333333333	0.266666666667	0.2	0.0666666666667	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 1	16.0	style_2: Rui Naiwei
0.125	0.4375	-0.3125	0.125	0.3125	-0.1875	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 2	16.0	style_2: Rui Naiwei
0.0625	0.4375	-0.375	0.25	0.25	0.0	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 3	16.0	style_2: Rui Naiwei
0.125	0.5	-0.375	0.125	0.25	-0.125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 4	16.0	style_2: Rui Naiwei
0.0625	0.625	-0.5625	0.125	0.1875	-0.0625	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 5	16.0	style_2: Rui Naiwei
0.125	0.5	-0.375	0.125	0.25	-0.125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 6	16.0	style_2: Rui Naiwei
0.0625	0.5	-0.4375	0.0625	0.375	-0.3125	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 7	16.0	style_2: Rui Naiwei
0.0714285714286	0.428571428571	-0.357142857143	0.142857142857	0.357142857143	-0.214285714286	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 8	16.0	style_2: Rui Naiwei
0.0	0.428571428571	-0.428571428571	0.142857142857	0.428571428571	-0.285714285714	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 9	16.0	style_2: Rui Naiwei
0.1875	0.5	-0.3125	0.0625	0.25	-0.1875	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 10	16.0	style_2: Rui Naiwei
0.125	0.5	-0.375	0.1875	0.1875	0.0	5.5	5.5	9.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Rui Naiwei, split 11	16.0	style_2: Rui Naiwei
0.0666666666667	0.466666666667	-0.4	0.2	0.266666666667	-0.0666666666667	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 0	16.0	style_2: Fujisawa Hideyuki
0.3125	0.25	0.0625	0.0625	0.375	-0.3125	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 1	16.0	style_2: Fujisawa Hideyuki
0.142857142857	0.428571428571	-0.285714285714	0.214285714286	0.214285714286	0.0	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 2	16.0	style_2: Fujisawa Hideyuki
0.266666666667	0.266666666667	0.0	0.2	0.266666666667	-0.0666666666667	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 3	16.0	style_2: Fujisawa Hideyuki
0.133333333333	0.2	-0.0666666666667	0.2	0.466666666667	-0.266666666667	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 4	16.0	style_2: Fujisawa Hideyuki
0.142857142857	0.214285714286	-0.0714285714286	0.357142857143	0.285714285714	0.0714285714286	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 5	16.0	style_2: Fujisawa Hideyuki
0.25	0.25	0.0	0.0625	0.4375	-0.375	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 6	16.0	style_2: Fujisawa Hideyuki
0.3125	0.1875	0.125	0.1875	0.3125	-0.125	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 7	16.0	style_2: Fujisawa Hideyuki
0.2	0.4	-0.2	0.0666666666667	0.333333333333	-0.266666666667	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 8	16.0	style_2: Fujisawa Hideyuki
0.0	0.333333333333	-0.333333333333	0.133333333333	0.533333333333	-0.4	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 9	16.0	style_2: Fujisawa Hideyuki
0.0	0.4375	-0.4375	0.375	0.1875	0.1875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 10	16.0	style_2: Fujisawa Hideyuki
0.3125	0.25	0.0625	0.125	0.3125	-0.1875	3.5	9.0	7.0	4.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Fujisawa Hideyuki, split 11	16.0	style_2: Fujisawa Hideyuki
0.466666666667	0.266666666667	0.2	0.133333333333	0.133333333333	0.0	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 0	16.0	style_2: Ishida Yoshio
0.266666666667	0.133333333333	0.133333333333	0.4	0.2	0.2	8.5	4.0	3.0	4.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Ishida Yoshio, split 1	16.0	style_2: Ishida Yoshio
